CNN,PDP,Area,Label
78,870.7647070617338,4419678.13202871,set1
80,872.5045187090807,4417680.141009763,set1
78,868.9962815218356,4419117.468563806,set1
81,869.5672207117361,4419964.32701604,set1
80,865.0101632518008,4422461.2517107,set1
78,865.1823758022613,4417697.64453216,set1
80,866.7510283156138,4418211.061317456,set1
81,868.5710228220954,4421161.120980394,set1
81,868.1667772709897,4422177.850120203,set1
79,867.3864326875932,4422520.896661678,set1
79,873.1561949804785,4417680.376845027,set1
81,874.4856146401191,4421179.370869017,set1
79,871.7357828347559,4419852.963305567,set1
79,864.221493153595,4421125.691930204,set1
81,869.3409082621578,4421115.178969452,set1
79,870.6043687982001,4417591.585959102,set1
79,873.2678721010268,4418433.291212899,set1
80,863.699188522085,4419663.065348831,set1
78,867.4052851012033,4421749.054706005,set1
80,869.8417038678406,4417043.735642377,set1
79,870.0499203900345,4418592.673704876,set1
78,868.1776211962507,4417690.792876889,set1
78,868.4336286172571,4422472.229392691,set1
80,872.5921493377926,4420963.798552436,set1
79,877.9633009689624,4421513.989992319,set1
80,869.0057097905427,4417124.556140496,set1
79,869.5333712229906,4421965.204477338,set1
81,868.9402621305047,4420470.824913175,set1
78,872.3802438110848,4420948.616800625,set1
80,868.7715014997134,4415082.141265446,set1
78,873.9749961083668,4418300.240903315,set1
80,869.7501543527527,4418080.209120919,set1
81,874.381710131188,4422249.546700976,set1
79,877.5411871580354,4417138.553696019,set1
80,867.5126534263723,4423150.256395895,set1
78,868.6958107557176,4421421.050489804,set1
80,875.1868503935867,4419382.713268728,set1
81,877.3810558688383,4421063.420948974,set1
80,873.6686478495691,4421414.167763523,set1
79,871.4120621147391,4420491.476646853,set1
81,866.6881865974667,4417029.556357427,set1
81,872.0829097717674,4420917.727233019,set1
78,867.9191939402797,4417546.963482832,set1
80,874.7908071062685,4419887.374126059,set1
80,868.2051117009123,4422486.90176514,set1
78,866.4100811970392,4420713.429204259,set1
78,877.1855307072406,4412789.076995826,set1
81,861.1651556644919,4418068.899401098,set1
82,870.0,4420000.0,set1
83,870.1176331574898,4420006.241615642,set1
82,869.8747838061321,4420031.7915017465,set1
83,870.084797609397,4419936.574415232,set1
82,869.7092458710453,4420038.782061319,set1
82,869.2711649295533,4419944.149336495,set1
82,869.773649240673,4420004.01755045,set1
82,870.2384981141754,4419559.5085319895,set1
83,868.8218587596323,4419928.913554966,set1
82,867.937639249489,4419562.207049601,set1
83,870.2627505226092,4420433.82489826,set1
83,867.6939011106658,4419306.237583727,set1
82,870.7897271505049,4421609.601008855,set1
83,868.582338671246,4420590.643669768,set1
83,869.4466017290374,4421274.191828282,set1
82,871.4723970262341,4419858.378684018,set1
83,870.5148848493485,4419178.8820759915,set1
82,870.1806041878965,4419613.382871121,set1
82,871.3372690266642,4418758.482493869,set1
82,871.0171109092779,4419667.154302988,set1
82,871.0057726537632,4422279.322676102,set1
82,869.8759098618946,4420028.045465168,set1
82,871.3493501526594,4421631.684747721,set1
82,869.8622964594484,4418476.249368536,set1
82,868.8459975667162,4417866.167503379,set1
83,872.1133753518146,4419899.773754104,set1
83,875.6661932384395,4420756.123428121,set1
82,870.9846301791075,4421094.424040641,set1
82,865.4677398171862,4420488.713001358,set1
82,866.9165173035456,4420912.31665589,set1
82,867.7785486991617,4420456.035869758,set1
83,874.8468354256887,4418557.769586725,set1
83,871.9634276095418,4421801.010305453,set1
82,869.2352456546437,4417466.508470117,set1
83,876.7859416943178,4420317.927037628,set1
82,863.5837084648867,4421632.603124756,set1
82,870.7417594440619,4423442.695014329,set1
82,869.8002661463205,4422587.882655439,set1
82,872.0398865684925,4421391.681082153,set1
82,875.1880394142532,4420461.520577936,set1
82,866.8970193075585,4419010.755239474,set1
83,863.6646651384182,4421997.596474691,set1
83,867.6175557092773,4419256.841617262,set1
82,870.0641201594658,4418042.185871709,set1
82,870.3823203341072,4418057.129355931,set1
83,867.2966044328251,4418761.032569897,set1
82,865.4726595641123,4417941.6616279585,set1
82,871.2625527294056,4417120.062282673,set1
82,872.81648382501,4420104.030084668,set1
83,862.2895045466681,4420322.120316429,set1
84,870.0,4420000.0,set1
85,870.0286336448186,4419941.847529165,set1
84,869.5017367504892,4420054.17360407,set1
85,869.8092103512062,4419984.275334951,set1
85,869.0685828955266,4420025.110140921,set1
85,870.1100428719399,4420067.342018949,set1
85,870.8342714668912,4420539.797180612,set1
85,870.0716024347386,4419734.466075954,set1
84,870.0242002556957,4419728.036345513,set1
85,871.1107848027311,4420508.092841339,set1
85,870.8627518293047,4419822.719200163,set1
85,868.8565481944966,4419705.881988864,set1
84,869.2835919887099,4419859.379773041,set1
85,867.6205214327642,4419987.207160894,set1
84,868.3274974738133,4420306.509768146,set1
84,871.1586744142319,4419871.540304575,set1
85,871.5782225253553,4419354.2920013275,set1
84,868.103373442217,4418478.458074061,set1
85,867.4466260381215,4418903.312589813,set1
85,869.9696675379942,4417870.920694971,set1
85,866.2178487333015,4420357.824042397,set1
85,871.4823431891514,4420371.570856754,set1
84,869.0874484729537,4420642.329781263,set1
84,870.3436486828934,4420476.491537736,set1
85,865.4786173116756,4419301.955905057,set1
85,869.6772101403476,4418796.264031382,set1
84,867.8743329835195,4418312.091539911,set1
84,866.1461089760163,4421218.768335556,set1
84,871.1262331582606,4416752.2430492565,set1
84,870.6927077099684,4421736.044348395,set1
84,866.0461032943595,4422693.216602009,set1
85,873.5736097434818,4422798.946043168,set1
84,869.9264887687374,4419451.482486149,set1
84,865.5814473718568,4421161.94435267,set1
85,870.944779817915,4418277.593238073,set1
85,871.9191710361035,4421317.987129687,set1
85,874.8903589714052,4420028.036508993,set1
84,875.7219000330014,4420685.504609936,set1
84,869.8841070585363,4417342.648109159,set1
84,871.7214036062692,4420490.781889757,set1
85,868.9773293818602,4419773.533815955,set1
85,874.3880141046609,4422962.203357036,set1
85,871.669360237296,4418288.518501371,set1
85,868.5977605459013,4418551.20002877,set1
84,872.5596859427804,4418815.099166406,set1
85,871.8839642337331,4423698.938447188,set1
85,867.7466161940819,4422226.480176004,set1
85,864.6550723067926,4417771.252067736,set1
84,873.2340730199738,4420033.052958489,set1
84,872.4546152554628,4421330.7519046655,set1
87,870.0,4420000.0,set1
87,869.6518415057802,4420082.25325431,set1
87,869.7929549530504,4420384.478988544,set1
87,871.1551587427365,4419822.837027846,set1
87,868.0286562182578,4419359.628826405,set1
87,872.607776996261,4419795.010244562,set1
86,871.5104731494051,4420442.402373756,set1
87,870.3245613701587,4420414.679962614,set1
86,867.7621202929436,4421314.67364786,set1
86,868.9122241483016,4419258.149147752,set1
86,869.5126605590718,4420927.125566836,set1
87,869.742511650911,4419611.732463916,set1
87,871.5793561301565,4420463.910250069,set1
86,874.3228883547495,4420566.944428173,set1
87,873.2457078937097,4416034.808315438,set1
87,870.9952249231117,4415713.87151709,set1
87,868.952962326382,4421628.817013966,set1
87,862.5878559624616,4420444.920050919,set1
86,871.9856461605675,4423344.433774508,set1
86,871.1379182922295,4419893.902006147,set1
92,870.0,4420000.0,set1
90,869.8396241006221,4420048.48816428,set1
93,869.7299674622518,4419953.760739767,set1
88,869.5909620644862,4420084.614710808,set1
90,869.8054623291879,4420804.676940519,set1
91,870.838136979555,4419032.980062242,set1
92,872.4224344119652,4418920.061644416,set1
92,869.5738470694141,4420003.6664301045,set1
91,869.9829702722997,4421508.472705831,set1
88,870.2890634876096,4421125.2074001385,set1
91,870.1710969743907,4420084.397212338,set1
91,869.258918429756,4420083.780387653,set1
92,867.4061263817414,4418457.540570682,set1
93,869.5450718492183,4421546.538595664,set1
88,863.8549214172459,4420734.842433014,set1
90,874.201160038634,4418979.754214702,set1
89,870.4980848916913,4420535.276531653,set1
91,868.9840066737598,4421352.78793711,set1
92,865.8588660209889,4420062.256787668,set1
92,867.5626686021391,4419190.140868139,set1






81,860.0,4320000.0,set1
80,860.0270603632306,4320000.785606654,set1
80,859.9908824582521,4320050.9707730105,set1
81,860.094848274325,4320002.975622847,set1
79,859.8769828544666,4319985.83404119,set1
78,860.1154736365503,4320025.04510847,set1
79,860.0085601418783,4319934.700719795,set1
80,860.373118998521,4319931.37094591,set1
79,859.9296070780042,4319787.862974611,set1
78,860.2918050856563,4320216.844710161,set1
80,859.969223947535,4320039.75185796,set1
79,860.2959703698745,4319794.361323162,set1
78,859.6191471412692,4320028.111666332,set1
79,859.8443097663481,4320000.2270566765,set1
80,859.651941322509,4320394.57823606,set1
79,860.7214167126214,4320056.522630562,set1
80,859.8598329354259,4319983.467835123,set1
80,860.3863854888762,4320015.752345763,set1
80,859.5054125496235,4320282.604238838,set1
79,860.1887791860989,4319915.742002928,set1
81,860.1995212682561,4320016.408866223,set1
81,859.7161990596763,4320192.183684908,set1
78,860.0499341044437,4320047.862002081,set1
80,859.469609460634,4319885.306045279,set1
80,859.9064118685063,4319941.118766218,set1
81,859.8765020547389,4319735.782842431,set1
81,859.2940119362137,4319768.250963721,set1
78,861.5917223642657,4319518.211060281,set1
78,859.2583874375609,4320164.195428738,set1
80,860.5357266888163,4319986.276077447,set1
78,859.4527784042939,4319441.434374957,set1
78,860.8007293435911,4320152.661402902,set1
81,860.8686503697471,4320329.378980291,set1
78,859.6364583410432,4320703.026741322,set1
80,860.2045009947528,4320084.874998462,set1
81,859.440401011966,4319819.526691593,set1
79,858.4112852249644,4320364.691482269,set1
81,861.0531111948229,4320232.197971007,set1
79,860.386361541539,4320069.685516183,set1
78,861.2574112596586,4319874.5653317,set1
81,859.8054275942982,4320195.904143394,set1
78,859.3467187246353,4319882.045513708,set1
78,859.3531743356594,4319863.140132267,set1
80,860.6848548897327,4320146.924805731,set1
79,860.3633400828637,4319908.231012505,set1
80,860.808045541816,4320469.120812452,set1
81,858.5391161498598,4320166.354247532,set1
78,861.0989535996122,4320397.829319983,set1
80,860.4101169374583,4319239.061901692,set1
81,860.2719044875843,4320601.057646048,set1
79,862.3590264149045,4319518.638045271,set1
79,860.8367097587463,4320979.246447323,set1
78,861.288703748711,4319732.189904777,set1
78,860.9960685541603,4320383.351901217,set1
81,861.6399514321274,4319365.197444925,set1
80,858.4011600885021,4320593.525389753,set1
81,861.0139623506046,4320022.277034433,set1
80,860.6025245601437,4320759.946992483,set1
78,858.8894465884324,4319169.691974174,set1
81,859.018490922128,4319487.339446029,set1
79,859.4371046560548,4319701.817988016,set1
79,859.6077893853153,4319971.655804148,set1
78,862.8421656662566,4320294.256175307,set1
81,860.4167440947488,4320341.516162553,set1
79,863.1213030176,4320120.7086214395,set1
79,860.8033788517112,4318756.382612519,set1
81,859.8070813400806,4319603.747981385,set1
81,860.3472672541168,4320260.894208727,set1
79,861.3439492375935,4321375.046880875,set1
78,859.3126315725758,4320117.308125935,set1
79,859.222393974201,4319707.38325221,set1
79,861.0595591808479,4320459.266359604,set1
81,862.2634323165641,4320302.434259688,set1
80,860.0472256285351,4320181.501979103,set1
81,858.6874565277831,4318926.061909747,set1
79,856.8701699132107,4320207.3845405765,set1
79,860.98589890313,4321880.508543144,set1
81,856.7166236525228,4319484.146532303,set1
79,859.0191696497286,4320617.370142855,set1
79,862.5498697933609,4319648.295819118,set1
78,858.9385155627514,4320551.996999055,set1
78,862.4216448873281,4321354.781724961,set1
81,859.9924070905563,4318533.637530496,set1
80,860.7687205413142,4318877.465329713,set1
79,861.1308943866993,4317910.873126319,set1
80,860.4891821099328,4319625.849804638,set1
80,860.6018665445482,4318874.203691132,set1
79,859.3560004717373,4317649.235427336,set1
79,862.1647876766549,4319531.523050727,set1
81,856.6633353873098,4318245.202713537,set1
81,857.7345627041792,4320862.4844575655,set1
81,858.1036926313784,4319168.986449314,set1
81,858.0722937232903,4317767.785664335,set1
78,859.807137518913,4318563.418399325,set1
79,857.2264167705899,4318354.24432634,set1
78,857.6640658158874,4320107.024438016,set1
81,861.4698636183513,4319336.914520532,set1
81,860.215647513944,4320400.10974659,set1
80,863.4044504262747,4320647.013846767,set1
78,862.6881839004457,4319620.387338116,set1
78,861.2968019353476,4315954.110464161,set1
78,860.6278956868676,4318259.603108882,set1
78,859.4788563161007,4317501.187182879,set1
81,863.5955086754964,4320094.607753951,set1
81,863.7044163760908,4319558.573006952,set1
80,858.2531284348577,4318704.737358148,set1
78,857.913242399536,4320823.242298705,set1
79,861.8899754378255,4320633.3888577465,set1
78,858.3996258284548,4319932.821112185,set1
79,856.1023638192513,4319693.495658199,set1
78,855.0025226973266,4317807.922464683,set1
81,865.0661867117144,4319968.24939229,set1
78,859.8907579098403,4320369.304925692,set1
79,861.372366227307,4319334.480112353,set1
81,861.3041804128613,4319912.666768355,set1
79,859.5063464403954,4317045.501891104,set1
79,865.1052575554419,4318387.702633414,set1
80,858.0625974166783,4320292.43189872,set1
79,857.3985823556684,4319471.139319498,set1
79,861.1717317912295,4320849.715351719,set1
78,864.7820729687448,4317011.738343007,set1
79,858.705558723132,4320885.685016136,set1
81,853.5157300136264,4321757.129601906,set1
81,852.0360456372149,4318698.332635214,set1
80,860.3750950880092,4319612.928970186,set1
79,861.2124448673713,4316738.064501122,set1
80,863.2097904392533,4319772.595530437,set1
80,861.8003062488322,4320562.073098173,set1
78,860.8464070709003,4320845.036475185,set1
80,863.8438690815359,4318944.500759984,set1
81,865.072923586309,4321582.097848523,set1
79,858.0313742137439,4320291.433131553,set1
78,860.2443615763651,4320424.790131427,set1
80,856.2498670391124,4321939.193454512,set1
78,861.1644013174496,4319924.692094544,set1
79,856.492183225,4319306.685458538,set1
79,860.8336133891881,4318703.8780827755,set1
78,858.8986949887404,4319728.708651467,set1
81,863.8087978948072,4318355.727586334,set1
79,860.33694139515,4317330.2528448375,set1
78,859.037600163973,4323299.333567152,set1
78,866.1449611126558,4319920.169546253,set1
79,859.6391233040348,4318343.400778258,set1
80,865.0360129945458,4322211.718591148,set1
78,860.9875730939857,4326140.902567801,set1
81,863.7588951292776,4324734.615303348,set1
81,867.2175898440413,4317290.572262484,set1
81,858.6203692406157,4318145.985949084,set1
81,855.3762491408484,4321213.037549127,set1
78,859.9025162939703,4319907.667255333,set1
78,850.848512187919,4320125.273239825,set1
80,860.7274249726571,4317124.68125857,set1
79,860.4671205837616,4323773.167230685,set1
81,865.6407044099619,4321552.9464009,set1
81,850.1304001613263,4320095.0413073,set1
81,857.5747251424824,4321504.261349073,set1
80,857.7370784260758,4319072.673679365,set1
78,856.6697070105001,4319951.89367671,set1
81,856.5712570664684,4321766.936262306,set1
80,861.6380345126557,4321432.512425947,set1
78,858.7456716191691,4318154.917870299,set1
80,859.3149902491157,4320586.352894275,set1
80,863.9628827502232,4319935.048896486,set1
81,852.6482551900847,4317767.80664257,set1
80,865.3964368917304,4317693.90009536,set1
79,859.4542357822485,4318875.093720299,set1
81,854.7718948699455,4317102.191768257,set1
80,857.2198824045976,4319932.935771278,set1
81,854.1875990102259,4322499.445450827,set1
78,862.6083817646086,4324275.044781416,set1
79,864.7618690217182,4323509.082448651,set1
78,865.790342922578,4321099.980806302,set1
81,851.3782210476637,4316634.997076557,set1
78,858.8269234235516,4322789.000808908,set1
78,857.287102965816,4321639.878355111,set1
78,861.3510668106493,4320061.777554486,set1
80,858.0560290734893,4322346.215400683,set1
80,860.5235587559744,4323968.622396531,set1
81,862.4460960848439,4315895.401189126,set1
81,869.7212208842938,4320355.721046512,set1
79,857.8555867540944,4320125.501055231,set1
80,860.6703902105127,4317543.119283727,set1
79,865.9907401119995,4320158.733243554,set1
81,856.9639657761529,4321745.395303244,set1
80,863.168292751691,4318804.353428441,set1
78,866.1907795805253,4319810.89604996,set1
81,862.8370556963412,4319493.490822388,set1
81,858.4659188744037,4322595.6673301235,set1
81,857.5914907798738,4321811.130617165,set1
79,866.368661130703,4320247.95483507,set1
80,858.8402089425799,4317602.238838153,set1
80,854.3742181429144,4321179.677727589,set1
81,861.2753302354291,4324189.337913544,set1
78,853.1504125149509,4318618.666541504,set1
81,865.3944652103412,4323038.715291331,set1
78,859.9421368794632,4320201.702604904,set1
80,862.8399220214282,4324120.924401871,set1
80,856.3842236682997,4315911.559620645,set1
79,863.5881833476451,4322392.8166803345,set1
79,862.3267818634653,4318888.855472978,set1
83,860.0,4320000.0,set1
82,859.9479606732327,4320037.625715802,set1
82,859.9174939943205,4319980.163689819,set1
83,859.9530195812201,4319956.096274208,set1
83,860.1092250662124,4320035.812465087,set1
83,860.1275870599253,4319901.0535899075,set1
83,859.8492280239797,4319987.697419724,set1
82,859.8785443530577,4320023.052525581,set1
83,860.1615944023117,4320291.663377915,set1
82,860.252780978034,4319915.790446207,set1
83,859.7265241552554,4320021.282618909,set1
83,859.8395120999517,4319711.1453599995,set1
82,860.0190263045978,4319719.4415015085,set1
83,859.3082749395704,4320110.927734034,set1
82,859.5909539240595,4320107.081915992,set1
82,859.6258507779602,4320132.783117715,set1
82,861.1119893467815,4320012.203162474,set1
83,860.2145983466874,4319699.318972544,set1
83,860.3984220435602,4320334.030554874,set1
83,860.0771604766081,4320671.44702279,set1
82,860.3620526493232,4319892.293665023,set1
82,859.2397272847793,4320794.054537065,set1
82,859.6026883816269,4321400.278604558,set1
82,860.6802549004121,4320613.667059278,set1
82,859.4124596864854,4318931.749594144,set1
83,858.709266087236,4319023.52496364,set1
83,859.461797812382,4319641.435539725,set1
83,860.4270794843652,4320899.107341842,set1
83,862.0813423972022,4319062.826326146,set1
82,859.8771896080444,4320242.666041756,set1
83,860.3505864130728,4319517.417462172,set1
82,860.0319105820059,4319932.395142261,set1
82,859.7558947980982,4319151.253342698,set1
83,859.7492196796833,4319738.300123869,set1
83,859.3893933582266,4320248.580946014,set1
82,861.7163054431611,4319489.471785334,set1
82,860.8702795279733,4319379.965828814,set1
82,859.4129652850695,4317533.904633852,set1
82,859.1625770630691,4319621.802806212,set1
82,860.5831733511873,4320611.648727636,set1
83,860.3105432836096,4319623.450547951,set1
82,860.3277714435475,4320421.331064525,set1
83,860.042606123177,4318771.78792617,set1
82,859.0789009866157,4318724.742643187,set1
82,861.246330005072,4317088.32494617,set1
83,859.6165253029569,4319600.407167604,set1
83,861.4671772316615,4319337.030952855,set1
82,861.064441886776,4320566.236600021,set1
83,860.844182298123,4320593.684959558,set1
82,861.3309296277689,4318663.752935159,set1
82,859.374277653681,4319260.658899027,set1
82,861.0288732894614,4320871.653606063,set1
83,859.5544262503827,4320398.562644334,set1
82,858.9622919121717,4319929.860117021,set1
82,861.1118385890854,4319705.362266806,set1
83,858.4825842122322,4320567.832599138,set1
82,858.8772074163523,4316996.198512435,set1
83,861.431686438314,4319671.9861930525,set1
82,859.1243042992595,4320260.160669218,set1
82,858.7209210938867,4319025.893911448,set1
83,859.9443182413662,4321196.187881389,set1
82,861.8821397895132,4322049.129944282,set1
83,859.4587184596178,4319638.624474323,set1
83,859.5617100745351,4320425.415303308,set1
82,862.5518965911182,4323036.355979406,set1
83,862.0235685820393,4322743.867736372,set1
83,857.4753899638133,4322164.399327131,set1
83,860.9885562362031,4320281.46909677,set1
82,861.9158292984898,4322497.916032613,set1
82,856.6321094957729,4319613.886710473,set1
82,860.6253569477203,4321193.537417852,set1
83,862.8530223242707,4319876.100130196,set1
82,858.2756141118703,4321952.278365148,set1
82,862.3640572704666,4321624.629419587,set1
83,861.4215022236558,4318779.348231158,set1
83,854.9233533111001,4320705.880111831,set1
82,860.6923365320494,4320370.32426611,set1
83,857.3510652128449,4318045.325403659,set1
82,855.7921779480157,4321134.033257952,set1
82,857.5301374938709,4321245.36117808,set1
83,863.0097555982031,4320566.685133078,set1
82,861.2715506977997,4317223.187565645,set1
83,861.7727816828084,4322419.645425475,set1
82,860.7731967755113,4317644.10699102,set1
82,861.8837272592481,4321264.936428924,set1
83,859.5891250228766,4319043.231630513,set1
83,859.1318120315213,4318603.306207558,set1
82,857.4687592844617,4319534.9938119585,set1
82,858.3663533269287,4320969.360258107,set1
82,856.2265100121315,4323327.4884428615,set1
83,859.3705752395854,4318786.540099143,set1
82,861.359921265172,4319826.248234853,set1
82,860.6393344458755,4320616.30545847,set1
82,863.5531173804978,4320266.190189556,set1
82,859.4195376978341,4320180.523603862,set1
83,858.0146966399565,4316708.589675455,set1
83,861.6488766815672,4317230.138213148,set1
83,859.0712701119048,4323134.2359007355,set1
82,861.1430768678892,4318224.0205949675,set1
82,864.4557420837708,4319166.9236732,set1
83,862.7643411115124,4321264.713828209,set1
83,861.5735307942953,4319216.263608003,set1
82,860.4694031637348,4319962.964201313,set1
83,861.8698741601189,4317548.456464496,set1
82,859.7751753482969,4321536.400395863,set1
82,857.5240469516308,4315072.2679715445,set1
83,862.3754965765257,4319590.60860317,set1
82,860.3902522350645,4317850.390478753,set1
82,860.1473245383546,4319436.725996532,set1
82,861.8886710470065,4315582.528374297,set1
83,862.2381438717739,4326080.619081362,set1
83,861.4699947222833,4320040.107470434,set1
82,859.4664729105567,4324844.783605186,set1
83,858.271430791718,4313271.364657024,set1
83,859.8041297373151,4317609.716216734,set1
83,861.1386746467522,4319671.507978222,set1
83,863.7909217041768,4322517.709449196,set1
82,857.267390575486,4318474.155092028,set1
83,859.3376042050932,4316888.96343113,set1
83,856.2136520618598,4323369.095238608,set1
82,857.5617860375421,4314557.442768683,set1
83,860.4536825192582,4325207.598424207,set1
83,857.494412506775,4316009.665287165,set1
83,865.1412547384896,4319545.644434701,set1
82,857.085892645434,4317028.709379129,set1
82,854.6891396644554,4317777.771376814,set1
82,862.7177995922868,4322169.1430334225,set1
82,861.1247160451597,4315296.770150121,set1
82,856.77918994331,4320556.163537034,set1
83,861.3241573453239,4324265.0387783265,set1
82,861.2044107167804,4313029.245291045,set1
82,861.7813494341465,4319126.438051807,set1
82,855.1799953416005,4317358.770783889,set1
83,856.7689500963793,4321373.600945291,set1
83,858.3505513301587,4324497.977071892,set1
82,858.5042293269698,4324337.917521836,set1
83,861.225218814014,4321576.48293836,set1
82,864.4038029460478,4317939.004532844,set1
82,859.4572512632848,4319391.544000023,set1
83,861.8709894069976,4320631.6026549125,set1
83,862.2823247994589,4318929.017582308,set1
82,855.6069026908799,4324248.380718172,set1
82,854.3420213635981,4320431.567822662,set1
82,856.9010410658923,4314410.881330566,set1
83,859.3630869550911,4326340.2070573345,set1
83,859.931187654003,4321776.727953014,set1
83,859.718236973906,4315787.865800513,set1
82,857.9498211102039,4328711.872727628,set1
83,862.7078548875835,4318273.008288922,set1
83,865.5963589079482,4318241.098762068,set1
83,859.67702786109,4321001.072015992,set1
83,864.7930994074591,4317092.616975029,set1
82,864.6707869569433,4315521.026196729,set1
83,861.0146516139167,4322757.559437675,set1
82,862.0727717662714,4322667.21931208,set1
82,860.7114301595417,4309849.286917175,set1
83,866.879236218271,4317228.6945222,set1
83,850.8146523909909,4317241.120739119,set1
83,858.5471971116215,4314171.815611345,set1
83,856.4537950672991,4316393.444340783,set1
83,857.126991920769,4319603.110467621,set1
83,867.7581717927022,4315995.917256978,set1
82,859.7887818873269,4316216.606303005,set1
82,864.6433272181661,4321246.772721883,set1
83,857.7053498180996,4314057.497005608,set1
82,862.8356417849225,4318961.998642025,set1
82,862.6049602982091,4322320.432292564,set1
83,861.0648170432851,4323781.401425772,set1
83,861.1748570418983,4317647.798175281,set1
83,860.5914294285905,4315579.98508785,set1
82,862.0477883883601,4314475.398569491,set1
82,866.4796675100924,4310865.677979823,set1
83,859.9333383914417,4321123.666853264,set1
83,855.935893977696,4319975.218332859,set1
82,853.928322199248,4317252.074161755,set1
83,861.3966546825317,4317201.128297681,set1
82,861.322396891691,4315559.525815854,set1
82,857.3108780510036,4321505.563081012,set1
82,861.383773620301,4321377.201956835,set1
82,868.9461077413735,4320688.904910949,set1
82,855.0679226093272,4314542.734957245,set1
82,852.9328949033062,4320082.443217978,set1
82,863.499639217744,4332374.077013229,set1
83,858.1867996359222,4319808.577000584,set1
83,860.0875176279154,4325055.310927295,set1
83,854.2000541503285,4320623.111798905,set1
83,863.8231199226742,4321269.783641538,set1
83,850.2380029407909,4319838.158644869,set1
83,854.0873983669667,4317533.204846006,set1
82,863.4221526889321,4321588.83246149,set1
82,860.654600834006,4328641.9266196275,set1
83,865.6199359240827,4327664.507982684,set1
82,853.9125451678063,4309993.411742921,set1
82,862.0876255963232,4313017.008081178,set1
82,860.0972803448707,4323193.771623323,set1
82,868.7361249478489,4318032.0982081955,set1
82,857.7326064635122,4319600.913689797,set1
82,856.8827265619984,4324620.556980203,set1
82,857.7246619768074,4321324.249454349,set1
83,854.9886062088043,4315572.328917632,set1
84,860.0,4320000.0,set1
84,859.9837070845343,4319966.453598482,set1
85,860.0201041010333,4319841.085520845,set1
84,859.9628874111875,4320409.082097666,set1
84,859.9322806025151,4319927.010637556,set1
85,860.0617444598951,4320293.438627716,set1
84,859.5894547418754,4320227.560372122,set1
85,859.8808117205018,4320368.03184906,set1
84,860.2676425258545,4319922.960040975,set1
84,860.1020774234429,4320031.2046530135,set1
85,859.6421934495551,4319738.347542441,set1
84,859.7876812106659,4319266.000382278,set1
84,860.5387229235919,4318980.592376454,set1
84,859.4861687606603,4320594.114273631,set1
85,860.0791287477387,4318722.442441153,set1
84,859.9727755074598,4319406.358514814,set1
84,860.2730013415469,4319552.613305896,set1
85,860.7334789936699,4319882.074058916,set1
85,860.4332990393681,4320942.513706192,set1
84,860.5524901116323,4320241.87324515,set1
85,859.4096141039075,4318677.791633431,set1
84,860.5527012987698,4318486.298786237,set1
85,859.1648268514219,4318905.5150659755,set1
84,860.5328969279499,4321666.169714571,set1
85,860.043549110567,4320512.9882343775,set1
85,859.090883608561,4319672.948510208,set1
84,857.82306283526,4319393.294192434,set1
85,859.933580937012,4319991.836573534,set1
85,858.3462921325047,4318698.052219758,set1
